user_id,recipe_id,rating
4053953,6900,5
4053953,70312,5
4053953,6698,5
4053953,17652,5
4053953,19000,3
4053953,9623,3
4053953,149398,5
4203397,208092,5
1080905,32220,4
1080905,14862,4
1080905,16861,3
1080905,47406,5
1080905,17628,5
1080905,16239,5
1080905,54073,5
1080905,22302,5
1080905,13887,5
1080905,23909,5
1080905,8966,5
1080905,19402,4
1080905,83370,5
1080905,26787,5
3911037,90089,4
3911037,8830,4
3911037,9260,4
3911037,15925,4
1126566,18032,5
1126566,20792,4
1126566,22550,4
1126566,50644,5
5367037,25693,5
4218419,15872,5
3485756,25572,5
3485756,25995,4
6381080,160768,4
6381080,46653,5
6381080,85452,4
6381080,71251,4
1039380,16698,5
1039380,49404,5
2372869,90248,5
2372869,45641,5
2372869,19509,5
3918188,15546,5
2414603,23294,3
2414603,15782,5
439013,13157,4
439013,12974,5
439013,21391,5
439013,27224,4
439013,22415,3
439013,42110,5
439013,10457,5
439013,54839,4
439013,16614,5
439013,14234,5
581601,10497,5
581601,22273,5
581601,21248,5
581601,40452,5
581601,72662,2
581601,25869,5
581601,51283,5
581601,25203,5
581601,14967,4
581601,21766,5
581601,20937,5
581601,13567,5
581601,8652,5
581601,17652,5
581601,85480,5
581601,14231,5
581601,68461,5
2142973,69538,5
2142973,20580,5
2142973,19508,4
880576,141765,2
880576,39583,5
880576,8989,5
880576,21014,5
243521,9190,5
243521,17999,5
243521,44881,5
243521,18453,2
243521,13630,5
243521,38389,5
243521,18142,5
243521,16066,5
243521,80686,5
1052065,213665,5
1052065,15293,5
1052065,15828,5
1052065,173296,4
1052065,7178,4
1052065,89268,5
1052065,46976,4
1052065,77178,5
1052065,6971,5
1052065,7565,5
1052065,16115,5
1052065,8640,5
1052065,11211,5
1052065,17215,5
1052065,176132,4
1052065,26314,5
1052065,24039,5
1052065,10851,4
1052065,70312,5
1052065,79017,4
1052065,158587,4
1052065,111343,5
1052065,6829,5
1052065,70298,5
1052065,7623,4
1052065,20237,5
1052065,67656,5
1052065,169777,5
1052065,24462,5
1052065,39988,5
1052065,30504,5
1052065,7306,5
1052065,7028,5
1052065,9025,5
1052065,89091,5
1052065,6749,5
1052065,6915,5
1052065,45954,5
1052065,14514,4
3426065,16527,4
1271606,14837,2
1271606,19774,5
1271606,23948,2
1271606,15523,5
1271606,53586,2
1271606,17193,4
1498214,56257,5
1498214,11242,5
2919836,53733,5
2919836,24148,3
2919836,21403,4
2919836,15404,4
2919836,51989,3
2919836,72575,5
2919836,18811,4
2919836,12974,5
2919836,18442,4
2919836,148515,4
2919836,76856,3
2919836,44868,4
2919836,149550,5
2919836,11967,4
2919836,22755,3
2919836,14685,4
2919836,25832,5
2919836,12859,5
2919836,85387,4
2919836,16978,3
2919836,26857,5
2919836,20334,3
2919836,83412,4
2919836,15158,3
2919836,179365,5
2919836,18870,4
2919836,213497,3
2919836,39447,5
2919836,16098,5
2919836,23337,5
2919836,14281,5
2919836,9184,5
2919836,87198,4
2919836,32308,5
2919836,16373,5
2919836,25203,5
2919836,14556,5
2919836,47125,4
2919836,56391,4
2919836,70798,5
2919836,22302,5
2919836,84214,4
2919836,13806,4
2919836,25445,3
2919836,204343,5
2919836,104850,4
2919836,173945,4
2919836,14877,3
2919836,9959,5
2919836,169749,5
2919836,10921,4
2919836,44989,3
2919836,12947,2
2919836,6698,4
2919836,87624,4
2919836,16105,3
2919836,17048,4
2919836,20797,5
2919836,16066,5
2919836,16061,5
2919836,164205,5
2919836,18992,4
2919836,84737,5
2919836,21815,2
2919836,12918,4
2919836,160301,5
2919836,9023,4
2919836,143809,4
2919836,25059,5
2919836,86836,4
2919836,18130,4
2919836,26443,5
2919836,92546,5
2919836,55358,4
1753406,34004,5
1753406,79701,5
4134631,8580,5
978804,14304,5
978804,24848,5
978804,12123,5
978804,14267,5
978804,15821,5
978804,37677,5
978804,25147,5
978804,34613,5
978804,12409,5
978804,8922,5
978804,60616,5
978804,22141,2
978804,8101,5
978804,8223,3
978804,17215,1
978804,6862,5
978804,14316,5
978804,11758,5
978804,14321,5
978804,21694,5
978804,13795,5
978804,9536,5
978804,14469,5
978804,143667,5
978804,9471,5
978804,12111,5
978804,12196,5
881194,6687,5
881194,27131,5
881194,18020,5
881194,18021,5
881194,17991,5
881194,46395,5
881194,12989,4
881194,7787,5
881194,13423,5
881194,13045,5
881194,26601,5
881194,82007,5
881194,8079,5
881194,9907,5
881194,22302,5
881194,16349,3
881194,6862,5
881194,76448,5
881194,72679,5
881194,14985,5
881194,13307,5
881194,20808,4
881194,15925,5
881194,17098,5
2325193,17252,4
2325193,6815,3
2325193,6687,4
2325193,17893,4
2325193,177777,4
2325193,14978,5
2325193,9204,4
2325193,193873,4
2325193,26692,4
2325193,22597,4
2325193,48144,4
2325193,136609,3
2325193,25145,4
2325193,19335,4
2325193,18057,5
2325193,17646,4
2325193,65896,3
2325193,24082,3
2325193,12851,4
2325193,13137,4
2325193,17453,4
2325193,16196,4
2325193,17691,4
2325193,214043,4
2325193,13505,4
2325193,8720,4
2325193,16375,4
2325193,18031,4
2325193,12666,4
2325193,40399,4
2325193,142663,4
2325193,15746,3
2325193,7479,4
2325193,176132,4
2325193,68806,4
2325193,7163,4
2325193,171681,4
2325193,16465,4
2325193,7326,4
2325193,20481,4
2325193,9861,4
2325193,83296,4
2325193,7496,4
2325193,9768,3
2325193,22375,4
2325193,16189,3
2325193,16409,4
2325193,21509,4
2325193,105768,4
2325193,13384,4
2325193,14648,4
2325193,17754,4
2325193,145815,3
2325193,79301,4
2325193,11709,3
2325193,17652,4
2325193,79521,3
2325193,40545,4
2325193,61024,4
2325193,212479,3
2325193,6990,4
2325193,26257,4
2325193,17548,3
2325193,60700,3
2325193,18074,4
2325193,13571,4
6986396,19355,5
1303976,69172,4
1303976,74053,4
1303976,26857,5
1303976,6969,5
1303976,23081,4
1303976,14522,5
1303976,20934,2
1303976,36621,5
1303976,6698,5
1303976,24014,4
1303976,17652,5
1303976,49552,5
3724747,20762,4
3724747,93240,5
2805198,67952,5
2805198,142488,5
2805198,23874,5
2805198,13221,5
2805198,11914,4
456523,33590,5
456523,16362,5
456523,12353,5
2234642,7763,5
2194518,10813,5
2194518,8647,2
2194518,16955,4
2194518,9369,5
6075946,26317,5
6075946,72133,4
1935325,44868,5
1935325,16098,5
1935325,44491,5
1935325,17319,5
1935325,85905,5
1935325,64893,5
3819429,16409,5
5655684,6813,5
6306560,20669,5
1871983,8350,5
2592646,7348,2
2592646,151014,4
2592646,80905,2
2592646,50042,3
2592646,76739,3
2592646,7049,5
2592646,10064,5
2592646,8599,5
1698379,91597,5
1698379,68301,2
1698379,7040,5
1698379,21509,4
1176742,8117,5
3844545,165559,5
3844545,102133,5
3844545,46981,5
3844545,87144,5
3844545,8459,4
3844545,32385,5
3844545,65691,5
3844545,106515,5
3844545,26317,4
3844545,14526,5
3844545,21092,5
3844545,8449,4
3844545,15836,5
3844545,19079,5
3844545,198617,2
3844545,84892,2
3844545,8878,5
3844545,56927,5
1896180,11871,5
1896180,16293,5
4024631,12921,5
3844541,92433,5
3844541,45652,5
3844541,100705,5
4371049,25445,2
1164797,25237,2
1164797,55334,5
1164797,80533,4
1073119,24501,5
949724,46822,5
3408050,21403,5
3408050,14944,5
3408050,128860,5
3408050,29575,5
3408050,13062,5
3408050,24583,5
3408050,24636,5
3408050,70828,5
3408050,217186,5
3408050,76594,5
3408050,9870,5
1073113,85336,4
1073113,7909,3
1073113,24329,4
1073113,15880,5
1073113,14338,5
1073113,17422,5
1073113,8691,5
1073113,147151,5
1073113,7025,5
1073113,13954,5
1073113,169305,5
1412007,215026,5
1412007,22176,5
1412007,38028,5
1412007,14050,5
1412007,68002,4
4579062,74559,5
3426210,18093,3
3480984,57002,5
3480984,142027,5
3480984,25513,5
3480984,69137,5
3480984,213073,5
3480984,16217,4
3480984,89195,5
3480984,11423,5
2804944,11624,5
7139909,15004,5
3167949,49943,4
1646854,8571,5
1646854,74950,5
1646854,6758,4
1646854,12398,5
1646854,18068,5
1646854,18925,5
1646854,15548,5
3222735,16318,5
3222735,23094,5
4847176,20156,5
3351685,16701,4
3351685,25697,4
3351685,16835,5
3351685,93666,5
3351685,90105,5
3351685,21712,5
2700687,56352,5
6469644,13351,5
6469644,23042,4
1164792,14497,5
1164792,26354,5
1164792,16235,5
1164792,42931,5
1164792,16091,4
1164792,51283,5
1164792,19352,5
1164792,21190,5
1164792,11892,5
1164792,14231,5
4960644,15760,5
4960644,11727,4
4960644,17706,4
2064799,15679,5
2064799,74692,5
2064799,44868,5
2064799,89261,5
2064799,7565,5
2064799,14276,5
2064799,8796,4
2064799,26317,5
2064799,76697,5
2064799,16671,5
2064799,80743,5
2064799,8652,5
2064799,56927,5
2064799,71251,5
2064799,39455,5
78759,17695,5
78759,14278,5
78759,14558,5
78759,17319,1
78759,45954,5
762278,59900,5
762278,16225,4
762278,19130,4
2938448,149586,5
3944156,12905,5
3944156,23337,2
3944156,96749,5
4960649,45396,4
892361,24474,5
2662342,9044,5
2662342,108155,5
2662342,23835,5
2662342,25303,5
2662342,25467,5
2662342,87979,5
2662342,8584,5
2662342,7429,5
2662342,12941,5
2662342,19400,5
2662342,213645,5
2662342,25122,3
2662342,212505,5
2662342,14595,5
4378495,25532,4
4378495,85452,2
245823,22768,5
245823,16075,2
245823,15262,5
245823,78370,5
245823,18311,3
245823,8211,5
245823,12967,2
245823,85256,5
245823,8963,3
245823,14469,5
245823,17848,2
3689908,18266,4
622945,14281,5
622945,35989,5
2207848,14968,5
1341797,52925,4
1341797,24370,5
1341797,11306,5
1341797,20229,4
1341797,8708,3
1341797,17080,5
1341797,8723,4
1341797,17326,5
1341797,36047,5
1341797,15033,4
1341797,89334,5
1341797,7275,5
1341797,10721,5
1341797,55826,4
1341797,8596,5
2420173,98390,5
2420173,85635,4
2420173,19934,5
2420173,7245,5
2420173,83799,4
2420173,17780,5
6182629,20193,5
6182629,88817,5
6182629,14545,5
6182629,23852,5
6389285,15901,5
130466,84482,5
130466,12771,4
130466,18088,5
130466,14558,5
130466,14525,5
130466,9020,5
130466,8895,4
130466,14512,5
2180953,44073,3
2180953,24202,4
2180953,18442,5
2180953,21140,5
2180953,15528,4
2180953,21061,5
2180953,9059,5
2180953,25286,5
2180953,8509,5
2180953,50523,5
2180953,75975,3
2180953,8877,5
2180953,37918,5
2180953,14295,5
2180953,13693,5
2180953,8350,5
2180953,13717,5
2180953,14440,5
2180953,8519,4
2180953,8918,5
2180953,17782,5
3224202,9111,3
3224202,9415,3
3224202,22544,4
3224202,76004,3
3224202,16346,4
3224202,25532,4
3224202,83793,4
3224202,74915,4
3224202,9489,5
3224202,22298,5
3224202,14469,5
3224202,9471,5
3224202,7255,4
2191884,20680,5
2191884,15005,5
2191884,21174,5
2191884,42936,5
2191884,17219,4
2191884,70589,5
2191884,36927,5
2191884,13035,4
2191884,139409,5
4203649,204890,4
3568597,143113,4
3568597,51255,4
3568597,76980,4
2489533,22724,5
2489533,51301,5
2489533,8063,4
3929578,156500,5
3929578,11727,5
3929578,26780,5
671255,17635,5
671255,24783,4
671255,20816,5
671255,17291,5
671255,37340,4
671255,16348,3
671255,71130,5
671255,45845,5
671255,16698,2
671255,15976,3
671255,70785,5
671255,163001,4
1945177,17790,5
1945177,22230,5
1945177,50036,5
9259,12557,5
9259,16727,5
9259,13755,5
9259,25203,5
9259,11316,4
9259,9832,5
9259,25490,5
9259,25564,5
9259,8333,5
9259,20569,5
9259,20961,5
9259,10721,5
9259,15113,5
9259,6925,5
9259,11786,5
9259,178295,4
9259,38686,5
9259,24263,5
9259,15995,5
10703,149824,4
10703,16115,5
10703,10805,5
10703,158655,4
10703,8490,4
10703,16650,4
10703,12043,3
1973697,21532,5
4338164,74657,5
4338164,16409,5
2472496,25321,2
3575480,79901,5
3575480,25678,5
6866242,89577,5
6866242,141678,1
6866242,64513,5
6866242,20096,5
6349448,17227,4
6349448,18830,4
2451371,54679,5
2326424,36996,4
2326424,25030,5
2326424,24929,5
2326424,9599,5
2326424,9209,4
2326424,6820,4
2326424,13527,4
2326424,86415,4
2326424,14685,4
2326424,12685,5
2326424,86894,5
2326424,74950,5
2326424,85389,5
2326424,18318,5
2326424,20144,4
2326424,52635,4
2326424,85594,5
2326424,19017,4
2326424,88354,5
2326424,78299,5
2326424,6865,5
2326424,22230,5
2326424,16694,5
2326424,20156,5
2326424,10921,5
2326424,8444,5
2326424,18438,5
2326424,57761,5
2326424,16293,5
2326424,14088,5
2326424,7402,5
2326424,28363,3
2326424,22313,4
2326424,25128,5
2326424,6991,5
2326424,14231,5
2326424,22220,5
410507,8545,4
410507,12837,5
410507,74169,5
410507,59280,3
410507,8941,5
410507,18442,5
410507,14267,5
410507,86069,4
410507,11936,4
410507,26418,5
410507,75762,5
410507,16926,5
410507,218941,5
410507,78741,5
410507,86708,5
410507,16593,5
410507,76330,5
410507,13076,5
410507,12855,5
410507,65203,5
410507,49262,4
410507,20334,5
410507,24823,4
410507,18316,5
410507,41637,5
410507,7565,5
410507,13896,5
410507,11667,3
410507,23822,5
410507,77981,5
410507,46250,5
410507,20895,2
410507,8851,5
410507,24540,5
410507,52547,5
410507,8720,5
410507,22353,4
410507,15378,4
410507,161685,5
410507,52331,5
410507,71025,5
410507,42026,5
410507,88587,5
410507,24068,4
410507,80819,5
410507,167260,5
410507,15321,3
410507,21442,5
410507,78052,4
410507,29940,5
410507,16348,5
410507,90044,4
410507,200656,3
410507,14021,5
410507,17073,5
410507,56710,5
410507,18060,5
410507,8933,5
410507,21509,5
410507,48471,3
410507,45833,5
410507,50644,5
410507,16765,5
410507,14827,5
410507,8965,4
410507,73748,5
410507,23988,5
410507,16485,5
410507,36487,5
410507,21279,5
410507,18045,3
410507,79383,5
410507,59183,5
410507,86687,5
410507,7058,5
410507,22538,5
410507,67432,5
410507,14231,5
410507,75205,4
410507,72721,5
410507,13826,4
247467,34946,5
247467,11791,5
247467,22268,5
247467,41393,5
247467,16647,5
3446094,16427,5
3446094,8941,5
3446094,25145,5
3446094,89539,5
3446094,8562,5
3446094,16066,3
3446094,19715,4
1574710,25639,5
1574710,20082,5
1574710,68806,4
1574710,212632,3
1574710,11815,5
2119999,20593,5
4617562,16354,5
4617562,19211,3
4617562,9477,5
3194498,74360,5
3841707,153205,5
2365467,22645,4
3378989,24002,5
2199454,7122,5
2199454,13133,5
2199454,6788,5
2199454,25203,5
2199454,16760,2
2199454,7402,5
1249091,13023,5
1249091,27026,4
1249091,21340,5
1249091,26254,5
463005,46136,5
463005,206817,2
463005,24579,4
463005,25691,5
463005,87822,4
463005,198637,4
463005,42829,5
463005,71722,5
463005,24757,5
463005,213742,4
463005,139510,5
463005,166933,4
463005,180629,5
463005,15931,5
463005,9035,3
463005,216083,2
463005,87144,5
463005,30840,5
463005,100606,5
463005,141869,5
463005,24789,4
463005,18298,4
463005,13897,5
463005,13423,5
463005,9842,5
463005,163998,4
463005,20700,5
463005,202115,5
463005,164887,5
463005,24226,3
463005,86537,4
463005,89334,5
463005,38276,5
463005,39380,4
463005,159352,5
463005,24273,4
463005,14699,5
463005,12000,4
463005,104763,5
463005,161510,5
463005,14725,3
463005,13147,4
463005,24368,5
463005,15013,5
463005,17048,3
463005,6798,5
463005,50644,4
463005,87849,2
463005,41679,4
463005,13009,4
463005,127503,4
463005,96129,1
463005,36002,5
463005,17199,4
463005,59375,5
463005,12043,2
463005,165407,5
3462228,10813,5
3462228,12151,2
3462228,15046,4
3462228,11025,5
3462228,12643,4
3462228,12384,5
3462228,10149,2
3462228,10549,2
3462228,26018,3
3462228,15995,5
5766605,17891,3
5766605,21140,5
5766605,78299,5
5766605,15577,5
5766605,174347,5
5766605,143667,5
5766605,76594,4
5582020,72712,5
4363442,70312,2
821007,24148,5
821007,10757,5
821007,7908,4
821007,14685,5
821007,74950,5
821007,12409,5
821007,17690,5
821007,17691,5
821007,17215,4
821007,26393,5
821007,7040,3
821007,74658,5
821007,6864,4
821007,21014,5
821007,18269,4
821007,24556,5
821007,21295,5
821007,23900,5
821007,6714,5
821007,12998,4
821007,36520,5
821007,15385,5
821007,158572,4
821007,17754,5
821007,7028,5
821007,42719,5
821007,214901,5
821007,63969,5
2335169,24351,5
824077,11030,5
824077,9219,4
1220379,41755,3
1220379,17219,5
1220379,15581,5
45444,20144,5
45444,139349,5
45444,23912,5
45444,13801,5
45444,144988,4
45444,17344,4
45444,9451,5
45444,20963,5
4598059,45921,5
4598059,216190,5
4598059,86274,4
4313109,85389,5
577467,15004,2
577467,25037,5
577467,13528,5
577467,8701,3
577467,16220,5
577467,26699,5
577467,9996,3
577467,14606,5
577467,11798,5
577467,15159,5
577467,7754,5
577467,21412,5
577467,9907,5
577467,7737,5
577467,22724,3
577467,15633,5
577467,23597,4
577467,19886,5
577467,8887,5
577467,22694,5
577467,39432,5
577467,16394,3
577467,6713,5
577467,15925,3
577467,70679,5
577467,11165,5
577467,24097,3
577467,34523,3
4362195,9253,5
4362195,16427,4
4362195,186965,4
4362195,95339,3
4362195,6680,4
4362195,71402,5
4362195,47860,4
4362195,74001,4
4362195,8701,5
4362195,10757,4
4362195,16655,5
4362195,14531,5
4362195,100606,5
4362195,8922,2
4362195,7565,5
4362195,16383,3
4362195,12181,5
4362195,55610,4
4362195,157093,4
4362195,176132,4
4362195,24530,5
4362195,190412,5
4362195,25040,4
4362195,22993,4
4362195,16664,4
4362195,8626,3
4362195,143081,2
4362195,22861,5
4362195,76448,5
4362195,6698,5
4362195,74037,5
4362195,19247,5
4362195,10432,5
4362195,25210,5
4362195,16035,5
4362195,143809,4
4362195,17652,5
4362195,83853,4
4362195,132815,5
4362195,23852,4
4362195,24685,5
4362195,139977,5
4362195,76594,4
5944179,75936,5
2254779,42657,3
3518862,74559,5
3518862,11177,5
3518862,13856,5
3518862,25798,3
875009,72392,5
875009,21487,5
875009,7364,5
875009,11937,4
875009,8701,5
875009,11400,5
875009,16682,5
875009,54839,5
875009,25787,5
875009,24059,5
875009,17970,5
875009,13333,5
875009,25666,5
875009,185519,5
875009,10466,5
875009,8333,5
875009,8580,5
875009,14719,5
875009,8625,4
875009,20487,5
875009,8887,4
875009,93408,4
875009,50726,4
875009,10402,5
875009,13384,5
875009,22617,4
875009,8258,5
875009,17209,5
875009,21551,5
875009,17652,5
875009,53224,5
875009,12922,5
875009,9351,5
875009,18074,4
875009,7251,5
2000588,15409,5
2000588,75445,4
2000588,10813,5
2000588,72823,5
2000588,25489,3
2000588,21126,5
2000588,10275,5
2000588,17644,5
2000588,21176,3
2000588,86738,4
2000588,72804,4
2000588,36766,5
2000588,31522,2
2000588,21305,4
2000588,141191,5
2000588,17292,4
2000588,8614,5
2000588,85635,4
2000588,70589,4
2000588,29940,5
2000588,14690,3
2000588,133941,5
2000588,14456,5
2000588,18069,5
2000588,53729,5
2000588,82160,4
2000588,44989,4
2000588,83083,4
2000588,50644,4
2000588,24556,5
2000588,172967,4
2000588,15419,3
2000588,25678,5
2000588,23284,5
2000588,14469,5
2000588,8605,5
2000588,82817,1
2000588,76512,5
2000588,60492,4
3013690,78439,5
3013690,74935,5
3013690,26421,4
3013690,20963,4
3013690,186899,4
3776763,88243,5
3326566,72052,5
3326566,71380,5
3326566,74931,5
